Sample,Sequence,RPKM
SI072_120m,SaanichInlet_120m_258_142,0.168374
SI072_120m,SaanichInlet_120m_258_143,0.0800721
SI072_120m,SaanichInlet_120m_258_144,0.0338395
SI072_120m,SaanichInlet_120m_258_145,0.29456
SI072_120m,SaanichInlet_120m_258_146,0.169883
SI072_120m,SaanichInlet_120m_258_147,0.197952
SI072_120m,SaanichInlet_120m_258_148,0.200382
SI072_120m,SaanichInlet_120m_258_149,0.340486
SI072_120m,SaanichInlet_120m_258_15,0.259087
SI072_120m,SaanichInlet_120m_258_150,0.207465
SI072_120m,SaanichInlet_120m_258_151,0.0689919
SI072_120m,SaanichInlet_120m_258_152,0.409844
SI072_120m,SaanichInlet_120m_258_153,0.13804
SI072_120m,SaanichInlet_120m_258_154,0.368842
SI072_120m,SaanichInlet_120m_258_155,0.341395
SI072_120m,SaanichInlet_120m_258_156,0.04968
SI072_120m,SaanichInlet_120m_258_157,0.244435
SI072_120m,SaanichInlet_120m_258_158,0.196277
SI072_120m,SaanichInlet_120m_258_159,0.197819
SI072_120m,SaanichInlet_120m_258_16,0.380365
SI072_120m,SaanichInlet_120m_258_160,0.107304
SI072_120m,SaanichInlet_120m_258_161,0.202941
SI072_120m,SaanichInlet_120m_258_162,0.276168
SI072_120m,SaanichInlet_120m_258_163,0.708858
SI072_120m,SaanichInlet_120m_258_164,0.246287
SI072_120m,SaanichInlet_120m_258_165,0.205072
SI072_120m,SaanichInlet_120m_258_166,0.129198
SI072_120m,SaanichInlet_120m_258_167,0.124391
SI072_120m,SaanichInlet_120m_258_168,0.190081
SI072_120m,SaanichInlet_120m_258_169,0.123087
SI072_120m,SaanichInlet_120m_258_17,0.18192
SI072_120m,SaanichInlet_120m_258_170,0
SI072_120m,SaanichInlet_120m_258_171,0.300462
SI072_120m,SaanichInlet_120m_258_172,0.0938565
SI072_120m,SaanichInlet_120m_258_173,0.18874
SI072_120m,SaanichInlet_120m_258_174,0.148624
SI072_120m,SaanichInlet_120m_258_175,0.0723118
SI072_120m,SaanichInlet_120m_258_176,0.217747
SI072_120m,SaanichInlet_120m_258_177,0.77455
SI072_120m,SaanichInlet_120m_258_178,0.141162
SI072_120m,SaanichInlet_120m_258_179,0.228783
SI072_120m,SaanichInlet_120m_258_18,0.132465
SI072_120m,SaanichInlet_120m_258_180,0.19476
SI072_120m,SaanichInlet_120m_258_181,0.495443
SI072_120m,SaanichInlet_120m_258_182,0.0978713
SI072_120m,SaanichInlet_120m_258_183,0.249604
SI072_120m,SaanichInlet_120m_258_184,0.787112
SI072_120m,SaanichInlet_120m_258_185,0.0527154
SI072_120m,SaanichInlet_120m_258_186,0.117538
SI072_120m,SaanichInlet_120m_258_187,0.231397
SI072_120m,SaanichInlet_120m_258_188,0.14783
SI072_120m,SaanichInlet_120m_258_189,0.24578
SI072_120m,SaanichInlet_120m_258_19,0.12814
SI072_120m,SaanichInlet_120m_258_190,0.103942
SI072_120m,SaanichInlet_120m_258_191,0.0286663
SI072_120m,SaanichInlet_120m_258_192,0.115173
SI072_120m,SaanichInlet_120m_258_193,0.0851865
SI072_120m,SaanichInlet_120m_258_194,0.191599
SI072_120m,SaanichInlet_120m_258_195,0.10541
SI072_120m,SaanichInlet_120m_258_196,0.32752
SI072_120m,SaanichInlet_120m_258_197,0.280379
SI072_120m,SaanichInlet_120m_258_198,0.0566628
SI072_120m,SaanichInlet_120m_258_199,0.0413711
SI072_120m,SaanichInlet_120m_258_2,0.255679
SI072_120m,SaanichInlet_120m_258_20,0.368545
SI072_120m,SaanichInlet_120m_258_200,0.195176
SI072_120m,SaanichInlet_120m_258_201,0.130185
SI072_120m,SaanichInlet_120m_258_202,0.220979
SI072_120m,SaanichInlet_120m_258_203,0.517471
SI072_120m,SaanichInlet_120m_258_204,0.100265
SI072_120m,SaanichInlet_120m_258_205,0.0628363
SI072_120m,SaanichInlet_120m_258_206,0.133848
SI072_120m,SaanichInlet_120m_258_207,0.11723
SI072_120m,SaanichInlet_120m_258_208,0.185594
SI072_120m,SaanichInlet_120m_258_209,0.478623
SI072_120m,SaanichInlet_120m_258_21,0.259954
SI072_120m,SaanichInlet_120m_258_210,0.0826105
SI072_120m,SaanichInlet_120m_258_211,0.116863
SI072_120m,SaanichInlet_120m_258_212,0.0649003
SI072_120m,SaanichInlet_120m_258_213,0.0748219
SI072_120m,SaanichInlet_120m_258_214,0.364829
SI072_120m,SaanichInlet_120m_258_215,0.0406358
SI072_120m,SaanichInlet_120m_258_216,3.21173
SI072_120m,SaanichInlet_120m_258_217,0.305282
SI072_120m,SaanichInlet_120m_258_218,0.295653
SI072_120m,SaanichInlet_120m_258_219,0.0159319
SI072_120m,SaanichInlet_120m_258_22,0.234605
SI072_120m,SaanichInlet_120m_258_220,0.461754
SI072_120m,SaanichInlet_120m_258_221,0.159868
SI072_120m,SaanichInlet_120m_258_222,0.0757515
SI072_120m,SaanichInlet_120m_258_223,0.12717
SI072_120m,SaanichInlet_120m_258_224,0.0808426
SI072_120m,SaanichInlet_120m_258_225,0.0359004
SI072_120m,SaanichInlet_120m_258_226,0.0209495
SI072_120m,SaanichInlet_120m_258_227,0.0306951
SI072_120m,SaanichInlet_120m_258_228,0.138656
SI072_120m,SaanichInlet_120m_258_229,0.246696
SI072_120m,SaanichInlet_120m_258_23,0.189557
SI072_120m,SaanichInlet_120m_258_230,0.210032
SI072_120m,SaanichInlet_120m_258_231,0.0796041
SI072_120m,SaanichInlet_120m_258_24,0.262137
SI072_120m,SaanichInlet_120m_258_25,0.564521
SI072_120m,SaanichInlet_120m_258_26,0.199466
SI072_120m,SaanichInlet_120m_258_27,0.346399
SI072_120m,SaanichInlet_120m_258_28,0.203552
SI072_120m,SaanichInlet_120m_258_29,0.174756
SI072_120m,SaanichInlet_120m_258_3,0.179632
SI072_120m,SaanichInlet_120m_258_30,0.204371
SI072_120m,SaanichInlet_120m_258_31,0.15796
SI072_120m,SaanichInlet_120m_258_32,0.223401
SI072_120m,SaanichInlet_120m_258_33,0.206977
SI072_120m,SaanichInlet_120m_258_34,0.268949
SI072_120m,SaanichInlet_120m_258_35,0.144519
SI072_120m,SaanichInlet_120m_258_36,0.397092
SI072_120m,SaanichInlet_120m_258_37,0.117573
SI072_120m,SaanichInlet_120m_258_38,0.420278
SI072_120m,SaanichInlet_120m_258_39,0.29375
SI072_120m,SaanichInlet_120m_258_4,0.203885
SI072_120m,SaanichInlet_120m_258_40,0.128221
SI072_120m,SaanichInlet_120m_258_41,0.207643
SI072_120m,SaanichInlet_120m_258_42,0.777271
SI072_120m,SaanichInlet_120m_258_43,0.44393
SI072_120m,SaanichInlet_120m_258_44,0.120658
SI072_120m,SaanichInlet_120m_258_45,0.202837
SI072_120m,SaanichInlet_120m_258_46,0.203951
SI072_120m,SaanichInlet_120m_258_47,0.345848
SI072_120m,SaanichInlet_120m_258_48,0.222684
SI072_120m,SaanichInlet_120m_258_49,0.147069
SI072_120m,SaanichInlet_120m_258_5,0.211461
SI072_120m,SaanichInlet_120m_258_50,0.207722
SI072_120m,SaanichInlet_120m_258_51,0.140274
SI072_120m,SaanichInlet_120m_258_52,0.216512
SI072_120m,SaanichInlet_120m_258_53,1.30223
SI072_120m,SaanichInlet_120m_258_54,0.0992214
SI072_120m,SaanichInlet_120m_258_55,0.382483
SI072_120m,SaanichInlet_120m_258_56,0.264656
SI072_120m,SaanichInlet_120m_258_57,0.131569
SI072_120m,SaanichInlet_120m_258_58,0.18451
SI072_120m,SaanichInlet_120m_258_59,0.0899629
SI072_120m,SaanichInlet_120m_258_6,0.273474
SI072_120m,SaanichInlet_120m_258_60,0.331178
SI072_120m,SaanichInlet_120m_258_61,0.147513
SI072_120m,SaanichInlet_120m_258_62,0.309919
SI072_120m,SaanichInlet_120m_258_63,0.165702
SI072_120m,SaanichInlet_120m_258_64,0.338472
SI072_120m,SaanichInlet_120m_258_65,0.328054
SI072_120m,SaanichInlet_120m_258_66,0.222223
SI072_120m,SaanichInlet_120m_258_67,0.0975206
SI072_120m,SaanichInlet_120m_258_68,0.310628
SI072_120m,SaanichInlet_120m_258_69,0.142451
SI072_120m,SaanichInlet_120m_258_7,0.225129
SI072_120m,SaanichInlet_120m_258_70,0.228445
SI072_120m,SaanichInlet_120m_258_71,0.202371
SI072_120m,SaanichInlet_120m_258_72,0.139754
SI072_120m,SaanichInlet_120m_258_73,0.210562
SI072_120m,SaanichInlet_120m_258_74,0.135626
SI072_120m,SaanichInlet_120m_258_75,0.197227
SI072_120m,SaanichInlet_120m_258_76,0.121499
SI072_120m,SaanichInlet_120m_258_77,0.164127
SI072_120m,SaanichInlet_120m_258_78,0.278971
SI072_120m,SaanichInlet_120m_258_79,0.141556
SI072_120m,SaanichInlet_120m_258_8,0.177977
SI072_120m,SaanichInlet_120m_258_80,0.226481
SI072_120m,SaanichInlet_120m_258_81,0.129906
SI072_120m,SaanichInlet_120m_258_82,0.239128
SI072_120m,SaanichInlet_120m_258_83,0.369173
SI072_120m,SaanichInlet_120m_258_84,0.2605
SI072_120m,SaanichInlet_120m_258_85,0.230444
SI072_120m,SaanichInlet_120m_258_86,0.238432
SI072_120m,SaanichInlet_120m_258_87,0.0665187
SI072_120m,SaanichInlet_120m_258_88,0.413917
SI072_120m,SaanichInlet_120m_258_89,0.106949
SI072_120m,SaanichInlet_120m_258_9,0.131343
SI072_120m,SaanichInlet_120m_258_90,0.193228
SI072_120m,SaanichInlet_120m_258_91,0.25046
SI072_120m,SaanichInlet_120m_258_92,0.310661
SI072_120m,SaanichInlet_120m_258_93,0.204642
SI072_120m,SaanichInlet_120m_258_94,0.0402171
SI072_120m,SaanichInlet_120m_258_95,0.164581
SI072_120m,SaanichInlet_120m_258_96,0.944027
SI072_120m,SaanichInlet_120m_258_97,0.291214
SI072_120m,SaanichInlet_120m_258_98,0.129329
SI072_120m,SaanichInlet_120m_258_99,1.07012
SI072_120m,SaanichInlet_120m_259_1,4.03759
SI072_120m,SaanichInlet_120m_259_10,5.79187
SI072_120m,SaanichInlet_120m_259_100,1.24789
SI072_120m,SaanichInlet_120m_259_101,0.679556
SI072_120m,SaanichInlet_120m_259_102,2.74271
SI072_120m,SaanichInlet_120m_259_103,1.58805
SI072_120m,SaanichInlet_120m_259_104,0.809024
SI072_120m,SaanichInlet_120m_259_105,1.26946
SI072_120m,SaanichInlet_120m_259_106,0.597866
SI072_120m,SaanichInlet_120m_259_107,1.47683
SI072_120m,SaanichInlet_120m_259_108,1.03847
SI072_120m,SaanichInlet_120m_259_109,9.57977
SI072_120m,SaanichInlet_120m_259_11,21.3508
SI072_120m,SaanichInlet_120m_259_110,2.07903
SI072_120m,SaanichInlet_120m_259_111,24.3121
SI072_120m,SaanichInlet_120m_259_112,1.27027
SI072_120m,SaanichInlet_120m_259_113,2.54431
SI072_120m,SaanichInlet_120m_259_114,1.89286
SI072_120m,SaanichInlet_120m_259_115,1.01678
SI072_120m,SaanichInlet_120m_259_116,2.09722
SI072_120m,SaanichInlet_120m_259_117,3.40432
SI072_120m,SaanichInlet_120m_259_118,2.85039
SI072_120m,SaanichInlet_120m_259_119,2.13206
SI072_120m,SaanichInlet_120m_259_12,0.827541
SI072_120m,SaanichInlet_120m_259_120,1.22035
SI072_120m,SaanichInlet_120m_259_121,1.09307
SI072_120m,SaanichInlet_120m_259_122,0.896683
SI072_120m,SaanichInlet_120m_259_123,1.06521
SI072_120m,SaanichInlet_120m_259_124,0.93593
SI072_120m,SaanichInlet_120m_259_125,4.0618
SI072_120m,SaanichInlet_120m_259_126,1.06439
SI072_120m,SaanichInlet_120m_259_127,5.74042
SI072_120m,SaanichInlet_120m_259_128,0.797255
SI072_120m,SaanichInlet_120m_259_129,2.02222
SI072_120m,SaanichInlet_120m_259_13,2.82782
SI072_120m,SaanichInlet_120m_259_130,4.30752
SI072_120m,SaanichInlet_120m_259_131,0.369702
SI072_120m,SaanichInlet_120m_259_132,6.56956
SI072_120m,SaanichInlet_120m_259_133,21.8529
SI072_120m,SaanichInlet_120m_259_134,4.86788
SI072_120m,SaanichInlet_120m_259_135,1.49479
SI072_120m,SaanichInlet_120m_259_136,2.38977
SI072_120m,SaanichInlet_120m_259_137,2.33146
SI072_120m,SaanichInlet_120m_259_138,1.81682
SI072_120m,SaanichInlet_120m_259_139,6.40756
SI072_120m,SaanichInlet_120m_259_14,3.79781
SI072_120m,SaanichInlet_120m_259_140,1.95031
SI072_120m,SaanichInlet_120m_259_141,0.513468
SI072_120m,SaanichInlet_120m_259_142,1.66939
SI072_120m,SaanichInlet_120m_259_143,2.76295
SI072_120m,SaanichInlet_120m_259_144,5.10111
SI072_120m,SaanichInlet_120m_259_145,1.33939
SI072_120m,SaanichInlet_120m_259_146,5.82372
SI072_120m,SaanichInlet_120m_259_147,1.97923
SI072_120m,SaanichInlet_120m_259_148,2.75875
SI072_120m,SaanichInlet_120m_259_149,0.689633
SI072_120m,SaanichInlet_120m_259_15,1.86497
SI072_120m,SaanichInlet_120m_259_150,3.83362
SI072_120m,SaanichInlet_120m_259_151,0.881123
SI072_120m,SaanichInlet_120m_259_152,0.311765
SI072_120m,SaanichInlet_120m_259_153,2.47232
SI072_120m,SaanichInlet_120m_259_154,7.94418
SI072_120m,SaanichInlet_120m_259_155,0.727473
SI072_120m,SaanichInlet_120m_259_156,2.00447
SI072_120m,SaanichInlet_120m_259_157,11.9905
SI072_120m,SaanichInlet_120m_259_158,8.5289
SI072_120m,SaanichInlet_120m_259_159,1.30567
SI072_120m,SaanichInlet_120m_259_16,1.1419
SI072_120m,SaanichInlet_120m_259_160,0.41323
SI072_120m,SaanichInlet_120m_259_161,58.8028
SI072_120m,SaanichInlet_120m_259_162,1.55383
SI072_120m,SaanichInlet_120m_259_163,0.315918
SI072_120m,SaanichInlet_120m_259_164,0.821107
SI072_120m,SaanichInlet_120m_259_165,1.95906
SI072_120m,SaanichInlet_120m_259_166,0.167026
SI072_120m,SaanichInlet_120m_259_167,1.2802
SI072_120m,SaanichInlet_120m_259_168,3.77147
SI072_120m,SaanichInlet_120m_259_169,0.82646
SI072_120m,SaanichInlet_120m_259_17,8.06883
SI072_120m,SaanichInlet_120m_259_170,1.10336
SI072_120m,SaanichInlet_120m_259_171,4.4853
SI072_120m,SaanichInlet_120m_259_172,0.40215
SI072_120m,SaanichInlet_120m_259_173,7.99766
SI072_120m,SaanichInlet_120m_259_174,1.69406
SI072_120m,SaanichInlet_120m_259_175,4.5973
SI072_120m,SaanichInlet_120m_259_176,4.43506
SI072_120m,SaanichInlet_120m_259_177,2.84313
SI072_120m,SaanichInlet_120m_259_178,1.54251
SI072_120m,SaanichInlet_120m_259_179,4.0757
SI072_120m,SaanichInlet_120m_259_18,1.28283
SI072_120m,SaanichInlet_120m_259_180,0.730189
SI072_120m,SaanichInlet_120m_259_181,1.77727
SI072_120m,SaanichInlet_120m_259_182,1.78124
SI072_120m,SaanichInlet_120m_259_183,1.31717
SI072_120m,SaanichInlet_120m_259_184,0.695642
SI072_120m,SaanichInlet_120m_259_185,0.845029
SI072_120m,SaanichInlet_120m_259_186,1.3962
SI072_120m,SaanichInlet_120m_259_187,1.0937
SI072_120m,SaanichInlet_120m_259_188,0.593956
SI072_120m,SaanichInlet_120m_259_189,9.48409
SI072_120m,SaanichInlet_120m_259_19,0.889911
SI072_120m,SaanichInlet_120m_259_190,0.923661
SI072_120m,SaanichInlet_120m_259_191,1.25147
SI072_120m,SaanichInlet_120m_259_192,1.32824
SI072_120m,SaanichInlet_120m_259_193,0.419032
SI072_120m,SaanichInlet_120m_259_194,1.91357
SI072_120m,SaanichInlet_120m_259_195,3.90637
SI072_120m,SaanichInlet_120m_259_196,2.51625
SI072_120m,SaanichInlet_120m_259_197,0.585682
SI072_120m,SaanichInlet_120m_259_198,0.649113
SI072_120m,SaanichInlet_120m_259_199,9.51436
SI072_120m,SaanichInlet_120m_259_2,1.26284
SI072_120m,SaanichInlet_120m_259_20,8.12148
SI072_120m,SaanichInlet_120m_259_200,3.58762
SI072_120m,SaanichInlet_120m_259_201,1.12524
SI072_120m,SaanichInlet_120m_259_202,2.17213
SI072_120m,SaanichInlet_120m_259_203,0.319449
SI072_120m,SaanichInlet_120m_259_204,1.17703
SI072_120m,SaanichInlet_120m_259_205,0.88052
SI072_120m,SaanichInlet_120m_259_206,3.69455
SI072_120m,SaanichInlet_120m_259_207,13.5943
SI072_120m,SaanichInlet_120m_259_208,4.10369
SI072_120m,SaanichInlet_120m_259_209,4.55627
SI072_120m,SaanichInlet_120m_259_21,3.34427
SI072_120m,SaanichInlet_120m_259_210,1.57062
SI072_120m,SaanichInlet_120m_259_211,0.632653
SI072_120m,SaanichInlet_120m_259_212,3.71679
SI072_120m,SaanichInlet_120m_259_213,0.938377
SI072_120m,SaanichInlet_120m_259_214,2.46708
SI072_120m,SaanichInlet_120m_259_215,2.86501
SI072_120m,SaanichInlet_120m_259_216,3.97881
SI072_120m,SaanichInlet_120m_259_217,1.21365
SI072_120m,SaanichInlet_120m_259_218,0.727308
SI072_120m,SaanichInlet_120m_259_219,3.50369
SI072_120m,SaanichInlet_120m_259_22,6.81657
SI072_120m,SaanichInlet_120m_259_220,1.62007
SI072_120m,SaanichInlet_120m_259_221,22.3889
SI072_120m,SaanichInlet_120m_259_23,2.38108
SI072_120m,SaanichInlet_120m_259_24,2.12352
SI072_120m,SaanichInlet_120m_259_25,1.13287
SI072_120m,SaanichInlet_120m_259_26,6.23752
SI072_120m,SaanichInlet_120m_259_27,8.74109
SI072_120m,SaanichInlet_120m_259_28,1.10354
SI072_120m,SaanichInlet_120m_259_29,5.38939
SI072_120m,SaanichInlet_120m_259_3,3.16378
SI072_120m,SaanichInlet_120m_259_30,4.03419
SI072_120m,SaanichInlet_120m_259_31,0.870172
SI072_120m,SaanichInlet_120m_259_32,2.14955
SI072_120m,SaanichInlet_120m_259_33,0.613553
SI072_120m,SaanichInlet_120m_259_34,1.71634
SI072_120m,SaanichInlet_120m_259_35,1.61645
SI072_120m,SaanichInlet_120m_259_36,2.57904
SI072_120m,SaanichInlet_120m_259_37,2.31378
SI072_120m,SaanichInlet_120m_259_38,2.1005
SI072_120m,SaanichInlet_120m_259_39,1.48585
SI072_120m,SaanichInlet_120m_259_4,0.723051
SI072_120m,SaanichInlet_120m_259_40,5.64413
SI072_120m,SaanichInlet_120m_259_41,1.67592
SI072_120m,SaanichInlet_120m_259_42,1.72443
SI072_120m,SaanichInlet_120m_259_43,3.86178
SI072_120m,SaanichInlet_120m_259_44,2.67638
SI072_120m,SaanichInlet_120m_259_45,3.98002
SI072_120m,SaanichInlet_120m_259_46,1.90466
SI072_120m,SaanichInlet_120m_259_47,0.354741
SI072_120m,SaanichInlet_120m_259_48,0.791062
SI072_120m,SaanichInlet_120m_259_49,5.14399
SI072_120m,SaanichInlet_120m_259_5,1.29254
SI072_120m,SaanichInlet_120m_259_50,13.633
SI072_120m,SaanichInlet_120m_259_51,2.09437
SI072_120m,SaanichInlet_120m_259_52,1.36817
SI072_120m,SaanichInlet_120m_259_53,3.94877
SI072_120m,SaanichInlet_120m_259_54,3.32187
SI072_120m,SaanichInlet_120m_259_55,4.48554
SI072_120m,SaanichInlet_120m_259_56,0.49225
SI072_120m,SaanichInlet_120m_259_57,7.62541
SI072_120m,SaanichInlet_120m_259_58,0.796854
SI072_120m,SaanichInlet_120m_259_59,0.914599
SI072_120m,SaanichInlet_120m_259_6,6.93142
SI072_120m,SaanichInlet_120m_259_60,2.29405
SI072_120m,SaanichInlet_120m_259_61,0.838431
SI072_120m,SaanichInlet_120m_259_62,1.94339
SI072_120m,SaanichInlet_120m_259_63,1.15006
SI072_120m,SaanichInlet_120m_259_64,1.75971
SI072_120m,SaanichInlet_120m_259_65,12.9249
SI072_120m,SaanichInlet_120m_259_66,0.821868
SI072_120m,SaanichInlet_120m_259_67,2.62658
SI072_120m,SaanichInlet_120m_259_68,2.451
SI072_120m,SaanichInlet_120m_259_69,0.889398
SI072_120m,SaanichInlet_120m_259_7,3.67722
SI072_120m,SaanichInlet_120m_259_70,1.94282
SI072_120m,SaanichInlet_120m_259_71,6.97711
SI072_120m,SaanichInlet_120m_259_72,4.57557
SI072_120m,SaanichInlet_120m_259_73,1.16138
SI072_120m,SaanichInlet_120m_259_74,1.14654
SI072_120m,SaanichInlet_120m_259_75,0.907074
SI072_120m,SaanichInlet_120m_259_76,10.3218
SI072_120m,SaanichInlet_120m_259_77,1.16695
SI072_120m,SaanichInlet_120m_259_78,1.0867
SI072_120m,SaanichInlet_120m_259_79,0.251021
SI072_120m,SaanichInlet_120m_259_8,3.48432
SI072_120m,SaanichInlet_120m_259_80,0.807362
SI072_120m,SaanichInlet_120m_259_81,1.4755
SI072_120m,SaanichInlet_120m_259_82,1.01482
SI072_120m,SaanichInlet_120m_259_83,1.8604
SI072_120m,SaanichInlet_120m_259_84,0.641576
SI072_120m,SaanichInlet_120m_259_85,3.5844
SI072_120m,SaanichInlet_120m_259_86,1.283
SI072_120m,SaanichInlet_120m_259_87,1.27852
SI072_120m,SaanichInlet_120m_259_88,2.18912
SI072_120m,SaanichInlet_120m_259_89,1.87778
SI072_120m,SaanichInlet_120m_259_9,4.33088
SI072_120m,SaanichInlet_120m_259_90,0.277493
SI072_120m,SaanichInlet_120m_259_91,2.90937
SI072_120m,SaanichInlet_120m_259_92,6.67699
SI072_120m,SaanichInlet_120m_259_93,0.267685
SI072_120m,SaanichInlet_120m_259_94,0.733365
SI072_120m,SaanichInlet_120m_259_95,2.14109
SI072_120m,SaanichInlet_120m_259_96,1.715
SI072_120m,SaanichInlet_120m_259_97,0.688459
SI072_120m,SaanichInlet_120m_259_98,6.25929
SI072_120m,SaanichInlet_120m_259_99,4.20119
SI072_120m,SaanichInlet_120m_260_1,1.02245
SI072_120m,SaanichInlet_120m_260_10,0.321374
SI072_120m,SaanichInlet_120m_260_100,0.688957
SI072_120m,SaanichInlet_120m_260_101,0.747828
SI072_120m,SaanichInlet_120m_260_102,0.730097
SI072_120m,SaanichInlet_120m_260_103,0.81522
SI072_120m,SaanichInlet_120m_260_104,0.823465
SI072_120m,SaanichInlet_120m_260_105,1.09582
SI072_120m,SaanichInlet_120m_260_106,1.46136
SI072_120m,SaanichInlet_120m_260_107,1.5552
SI072_120m,SaanichInlet_120m_260_108,1.01703
SI072_120m,SaanichInlet_120m_260_109,0.512616
SI072_120m,SaanichInlet_120m_260_11,1.01356
SI072_120m,SaanichInlet_120m_260_110,1.03371
SI072_120m,SaanichInlet_120m_260_111,0.263447
SI072_120m,SaanichInlet_120m_260_112,0.804539
SI072_120m,SaanichInlet_120m_260_113,0.625812
SI072_120m,SaanichInlet_120m_260_114,1.09215
SI072_120m,SaanichInlet_120m_260_115,0.824759
SI072_120m,SaanichInlet_120m_260_116,0.461011
SI072_120m,SaanichInlet_120m_260_117,1.15776
SI072_120m,SaanichInlet_120m_260_118,0.830061
SI072_120m,SaanichInlet_120m_260_119,0.613901
SI072_120m,SaanichInlet_120m_260_12,0.851865
SI072_120m,SaanichInlet_120m_260_120,1.29096
SI072_120m,SaanichInlet_120m_260_121,1.46159
SI072_120m,SaanichInlet_120m_260_122,0.971874
SI072_120m,SaanichInlet_120m_260_123,2.40219
SI072_120m,SaanichInlet_120m_260_124,1.38899
SI072_120m,SaanichInlet_120m_260_125,1.17255
SI072_120m,SaanichInlet_120m_260_126,1.04771
SI072_120m,SaanichInlet_120m_260_127,0.990691
SI072_120m,SaanichInlet_120m_260_128,0.765007
SI072_120m,SaanichInlet_120m_260_129,1.02928
SI072_120m,SaanichInlet_120m_260_13,0.7654
SI072_120m,SaanichInlet_120m_260_130,1.48408
SI072_120m,SaanichInlet_120m_260_14,0.971385
SI072_120m,SaanichInlet_120m_260_15,1.90529
SI072_120m,SaanichInlet_120m_260_16,0.795312
SI072_120m,SaanichInlet_120m_260_17,1.12308
SI072_120m,SaanichInlet_120m_260_18,0.675917
SI072_120m,SaanichInlet_120m_260_19,0.870665
SI072_120m,SaanichInlet_120m_260_2,1.01349
SI072_120m,SaanichInlet_120m_260_20,0.82629
SI072_120m,SaanichInlet_120m_260_21,0.664506
SI072_120m,SaanichInlet_120m_260_22,1.18541
SI072_120m,SaanichInlet_120m_260_23,0.660052
SI072_120m,SaanichInlet_120m_260_24,0.959944
SI072_120m,SaanichInlet_120m_260_25,8.98346
SI072_120m,SaanichInlet_120m_260_26,0.802148
SI072_120m,SaanichInlet_120m_260_27,0.773551
SI072_120m,SaanichInlet_120m_260_28,0.512097
SI072_120m,SaanichInlet_120m_260_29,0.5762
SI072_120m,SaanichInlet_120m_260_3,1.28354
SI072_120m,SaanichInlet_120m_260_30,1.24324
SI072_120m,SaanichInlet_120m_260_31,1.48691
SI072_120m,SaanichInlet_120m_260_32,0.829114
SI072_120m,SaanichInlet_120m_260_33,1.62381
SI072_120m,SaanichInlet_120m_260_34,0.760319
SI072_120m,SaanichInlet_120m_260_35,0.571559
SI072_120m,SaanichInlet_120m_260_36,1.37127
SI072_120m,SaanichInlet_120m_260_37,1.23445
SI072_120m,SaanichInlet_120m_260_38,0.812827
SI072_120m,SaanichInlet_120m_260_39,0.776188
SI072_120m,SaanichInlet_120m_260_4,0.648351
SI072_120m,SaanichInlet_120m_260_40,0.624285
SI072_120m,SaanichInlet_120m_260_41,1.07816
SI072_120m,SaanichInlet_120m_260_42,1.96655
SI072_120m,SaanichInlet_120m_260_43,0.989071
SI072_120m,SaanichInlet_120m_260_44,0.623325
SI072_120m,SaanichInlet_120m_260_45,0.738264
SI072_120m,SaanichInlet_120m_260_46,1.65738
SI072_120m,SaanichInlet_120m_260_47,0.278671
SI072_120m,SaanichInlet_120m_260_48,0.74175
SI072_120m,SaanichInlet_120m_260_49,0.715073
SI072_120m,SaanichInlet_120m_260_5,0.765358
SI072_120m,SaanichInlet_120m_260_50,0.767577
SI072_120m,SaanichInlet_120m_260_51,1.23813
SI072_120m,SaanichInlet_120m_260_52,0.539925
SI072_120m,SaanichInlet_120m_260_53,0.969146
SI072_120m,SaanichInlet_120m_260_54,0.531872
SI072_120m,SaanichInlet_120m_260_55,1.1058
SI072_120m,SaanichInlet_120m_260_56,1.1681
